job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,salary_min,salary_max,salary_avg,skills_count,posted_year,posted_month,posted_quarter,days_since_posted,experience_order
1667,Skinner Inc,Education,ML Engineer,keras;r;power bi;langchain,Entry,Contract,"Port James, BS",98076-190690,2024-07-13,Startup,kdb+,98076.0,190690.0,144383.0,4,2024,7,3,444,0
1668,"Kelly, Pace and Rodriguez",Retail,Data Analyst,hugging face;sql;langchain;reinforcement learning,Entry,Remote,"Esparzaberg, SY",134169-175155,2024-05-04,Mid,langchain,134169.0,175155.0,154662.0,4,2024,5,2,514,0
1669,Hunt-Phillips,Finance,ML Engineer,pytorch;python;azure;c++;gcp,Entry,Remote,"New Emily, DJ",132041-213587,2025-05-16,Large,pytorch;scikit-learn;langchain,132041.0,213587.0,172814.0,5,2025,5,2,137,0
1670,Edwards-Jones,E-commerce,Computer Vision Engineer,tensorflow;c++;aws;cuda,Entry,Internship,"Stephanieside, KG",60346-76165,2024-02-25,Large,kdb+;tensorflow,60346.0,76165.0,68255.5,4,2024,2,1,583,0
1671,"Williams, Glass and Benson",Finance,Data Scientist,flask;numpy;c++;keras;power bi,Entry,Internship,"Matthewburgh, GB",129117-207452,2024-11-27,Large,fastapi;tensorflow,129117.0,207452.0,168284.5,5,2024,11,4,307,0
1672,"Jackson, Carrillo and Anderson",Healthcare,AI Researcher,scikit-learn;azure;mlflow;langchain;tensorflow,Mid,Full-time,"Dustinborough, LT",119535-171930,2025-01-09,Startup,pytorch,119535.0,171930.0,145732.5,5,2025,1,1,264,1
1673,Richardson and Sons,Automotive,NLP Engineer,excel;c++;mlflow;pandas,Senior,Full-time,"Lake Austin, AT",79319-134930,2025-02-06,Startup,pytorch,79319.0,134930.0,107124.5,4,2025,2,1,236,2
1674,"Weber, Thompson and Williams",Healthcare,Data Analyst,gcp;mlflow;reinforcement learning;sql;azure;scikit-learn,Senior,Full-time,"Valenciafort, RW",120828-200601,2025-05-17,Large,pytorch;tensorflow,120828.0,200601.0,160714.5,6,2025,5,2,136,2
1675,"Lee, Scott and Franco",Education,ML Engineer,r;c++;fastapi;excel,Mid,Contract,"Shawnfurt, LK",70609-83950,2024-01-14,Mid,kdb+;fastapi,70609.0,83950.0,77279.5,4,2024,1,1,625,1
1676,Wright Group,Finance,Quant Researcher,python;hugging face;r,Mid,Remote,"Josephville, MW",88910-103296,2025-03-09,Large,mlflow,88910.0,103296.0,96103.0,3,2025,3,1,205,1
1677,Daniels and Sons,Tech,NLP Engineer,tensorflow;python;aws;power bi;numpy,Entry,Remote,"Shannonhaven, MY",90926-181068,2025-04-08,Startup,scikit-learn,90926.0,181068.0,135997.0,5,2025,4,2,175,0
1678,"Taylor, Hodges and Martinez",E-commerce,AI Product Manager,python;pytorch;gcp;keras;azure;flask,Mid,Full-time,"Charlesville, VA",64447-150120,2024-11-19,Large,kdb+;bigquery,64447.0,150120.0,107283.5,6,2024,11,4,315,1
1679,Hanson-Weeks,Education,AI Product Manager,gcp;sql;power bi;cuda;aws,Mid,Full-time,"Wilsonberg, PA",121010-149594,2025-04-14,Large,kdb+,121010.0,149594.0,135302.0,5,2025,4,2,169,1
1680,Barton-Kirby,Automotive,ML Engineer,gcp;tensorflow;mlflow,Mid,Contract,"West Aliceberg, LV",117833-141489,2024-06-24,Large,pytorch,117833.0,141489.0,129661.0,3,2024,6,2,463,1
1681,Johnson Inc,Retail,AI Researcher,sql;pandas;excel,Entry,Internship,"Rioston, AF",51913-102370,2023-10-03,Large,langchain;kdb+,51913.0,102370.0,77141.5,3,2023,10,4,728,0
1682,"Schmitt, James and Campbell",E-commerce,Computer Vision Engineer,fastapi;sql;pandas;tensorflow;mlflow,Mid,Contract,"Port Joanne, AZ",74357-107271,2024-09-15,Large,kdb+;tensorflow;langchain,74357.0,107271.0,90814.0,5,2024,9,3,380,1
1683,Yates-Brown,Automotive,Quant Researcher,pytorch;flask;reinforcement learning;power bi,Entry,Full-time,"Port Samuel, IQ",57249-146172,2024-09-26,Startup,kdb+;langchain,57249.0,146172.0,101710.5,4,2024,9,3,369,0
1684,"James, Wagner and Johnson",Finance,Computer Vision Engineer,flask;aws;hugging face,Entry,Contract,"Stevenmouth, MK",145971-240361,2025-05-23,Mid,tensorflow;langchain,145971.0,240361.0,193166.0,3,2025,5,2,130,0
1685,Cummings-Reyes,Retail,AI Product Manager,hugging face;azure;cuda;numpy,Senior,Full-time,"Port Mindyborough, SI",58633-95916,2023-12-20,Mid,pytorch;fastapi,58633.0,95916.0,77274.5,4,2023,12,4,650,2
1686,Bishop Ltd,Retail,Computer Vision Engineer,fastapi;keras;hugging face;azure;numpy,Senior,Internship,"Cartershire, DK",146101-170747,2023-11-07,Large,bigquery,146101.0,170747.0,158424.0,5,2023,11,4,693,2
1687,Daniels-Jones,Retail,Computer Vision Engineer,tensorflow;numpy;cuda;python;aws;pandas,Entry,Full-time,"Olsontown, MK",108220-173637,2025-05-26,Startup,mlflow,108220.0,173637.0,140928.5,6,2025,5,2,127,0
1688,Reed-Wilson,E-commerce,Quant Researcher,scikit-learn;reinforcement learning;pandas;azure;r;gcp,Entry,Remote,"Edgarhaven, MX",131341-220958,2024-12-01,Large,tensorflow,131341.0,220958.0,176149.5,6,2024,12,4,303,0
1689,Smith-Moore,Healthcare,Data Analyst,langchain;scikit-learn;azure;python;pandas,Mid,Contract,"Gabrielport, TT",94305-136651,2024-03-04,Mid,tensorflow;kdb+,94305.0,136651.0,115478.0,5,2024,3,1,575,1
1690,Briggs-House,Tech,Data Analyst,gcp;python;pytorch;excel;power bi,Mid,Internship,"South Brandon, MG",118072-133131,2024-02-12,Large,mlflow;langchain,118072.0,133131.0,125601.5,5,2024,2,1,596,1
1691,"Chen, Moore and Ray",Tech,Computer Vision Engineer,r;langchain;fastapi;reinforcement learning;pandas;gcp,Mid,Full-time,"Lewisville, SZ",49623-89723,2024-03-23,Startup,langchain;fastapi,49623.0,89723.0,69673.0,6,2024,3,1,556,1
1692,Torres-King,Healthcare,AI Researcher,cuda;mlflow;c++;python;power bi;numpy,Entry,Internship,"East Bryanton, KP",89682-171002,2024-07-30,Large,fastapi,89682.0,171002.0,130342.0,6,2024,7,3,427,0
1693,"Johnson, Espinoza and Ali",Healthcare,AI Product Manager,fastapi;c++;r;tensorflow;reinforcement learning,Mid,Contract,"Cynthialand, ZM",124069-218603,2025-04-20,Startup,pytorch,124069.0,218603.0,171336.0,5,2025,4,2,163,1
1694,Blackwell Ltd,Tech,Data Scientist,tensorflow;sql;aws;pytorch;langchain,Mid,Remote,"Stevenberg, SM",77044-89787,2023-10-19,Startup,pytorch,77044.0,89787.0,83415.5,5,2023,10,4,712,1
1695,Day-Mckee,Healthcare,Data Analyst,langchain;mlflow;azure;pandas,Entry,Internship,"Amytown, TD",57934-125813,2025-01-08,Large,kdb+,57934.0,125813.0,91873.5,4,2025,1,1,265,0
1696,Ellis LLC,Retail,AI Researcher,c++;r;cuda;pandas;azure,Entry,Contract,"Lake Michaelberg, IN",40829-57416,2024-02-01,Mid,bigquery;scikit-learn,40829.0,57416.0,49122.5,5,2024,2,1,607,0
1697,Good-Gordon,Automotive,Data Scientist,keras;pytorch;flask,Entry,Internship,"South Anthonymouth, HR",104387-170859,2023-10-06,Large,kdb+,104387.0,170859.0,137623.0,3,2023,10,4,725,0
1698,Taylor Ltd,Automotive,Quant Researcher,keras;sql;pytorch;python;pandas;azure,Mid,Remote,"East Andrew, OM",129320-228375,2024-01-06,Mid,mlflow;tensorflow,129320.0,228375.0,178847.5,6,2024,1,1,633,1
1699,Walker LLC,Finance,ML Engineer,aws;scikit-learn;azure;python;tensorflow;langchain,Mid,Internship,"Port Matthew, VN",137419-167806,2025-09-11,Large,pytorch,137419.0,167806.0,152612.5,6,2025,9,3,19,1
1700,"Simpson, Davis and Higgins",Automotive,Computer Vision Engineer,flask;r;excel,Mid,Full-time,"Cassidybury, MU",147739-162992,2024-01-31,Startup,langchain,147739.0,162992.0,155365.5,3,2024,1,1,608,1
1701,Simpson Group,Retail,AI Researcher,tensorflow;numpy;fastapi,Entry,Remote,"Arnoldmouth, NE",62811-122081,2025-02-14,Startup,bigquery;langchain;mlflow,62811.0,122081.0,92446.0,3,2025,2,1,228,0
1702,"Klein, Ward and Cooper",Retail,Data Scientist,reinforcement learning;gcp;tensorflow,Senior,Full-time,"Huntville, HN",136329-162722,2024-11-30,Large,scikit-learn;mlflow;langchain,136329.0,162722.0,149525.5,3,2024,11,4,304,2
1703,Horton-Collins,E-commerce,Data Scientist,azure;excel;power bi;sql,Senior,Internship,"Georgemouth, UZ",103453-183004,2024-11-26,Large,scikit-learn,103453.0,183004.0,143228.5,4,2024,11,4,308,2
1704,"Johnson, Oconnell and Williams",Finance,AI Product Manager,pytorch;tensorflow;sql;langchain;cuda,Mid,Remote,"Lake Bradley, AU",72972-126528,2025-02-07,Large,fastapi;scikit-learn,72972.0,126528.0,99750.0,5,2025,2,1,235,1
1705,"Powers, Lewis and Stewart",E-commerce,NLP Engineer,flask;azure;r,Senior,Full-time,"Andrewview, NA",82976-173654,2023-10-22,Large,pytorch,82976.0,173654.0,128315.0,3,2023,10,4,709,2
1706,"Foley, Green and Farley",E-commerce,Data Analyst,power bi;gcp;hugging face,Entry,Remote,"Port Ashlee, LI",131943-173682,2023-10-02,Startup,scikit-learn;bigquery,131943.0,173682.0,152812.5,3,2023,10,4,729,0
1707,Smith-Fernandez,Tech,AI Product Manager,excel;hugging face;r,Entry,Contract,"South Ruthview, CI",82505-101984,2025-08-05,Mid,fastapi;scikit-learn;mlflow,82505.0,101984.0,92244.5,3,2025,8,3,56,0
1708,"Smith, Tapia and Jones",Education,Quant Researcher,numpy;power bi;langchain;c++;keras;sql,Mid,Contract,"East Martin, GB",68140-81958,2024-03-24,Mid,kdb+,68140.0,81958.0,75049.0,6,2024,3,1,555,1
1709,Sanchez Ltd,Retail,AI Product Manager,sql;langchain;aws;numpy;azure,Senior,Internship,"Port Anna, PG",96190-108045,2024-08-15,Startup,scikit-learn;bigquery;mlflow,96190.0,108045.0,102117.5,5,2024,8,3,411,2
1710,Floyd Ltd,Healthcare,Computer Vision Engineer,python;c++;numpy;reinforcement learning;gcp,Mid,Internship,"Clarkefort, MD",99962-156102,2023-09-26,Large,mlflow;tensorflow,99962.0,156102.0,128032.0,5,2023,9,3,735,1
1711,Clark-Holloway,Tech,Data Analyst,python;reinforcement learning;cuda,Senior,Internship,"Karenland, AL",83481-108793,2023-12-21,Mid,scikit-learn;tensorflow,83481.0,108793.0,96137.0,3,2023,12,4,649,2
1712,Johnson Ltd,E-commerce,ML Engineer,tensorflow;azure;langchain;flask;excel,Mid,Contract,"Sosaview, CI",64006-146071,2024-01-21,Startup,scikit-learn,64006.0,146071.0,105038.5,5,2024,1,1,618,1
1713,Fox-Cochran,Finance,ML Engineer,azure;sql;reinforcement learning;pytorch;hugging face,Mid,Full-time,"South Marymouth, UG",139090-189499,2025-01-16,Startup,langchain;pytorch,139090.0,189499.0,164294.5,5,2025,1,1,257,1
1714,"Villarreal, Ellis and Crane",Education,NLP Engineer,flask;cuda;fastapi;pandas;excel,Mid,Full-time,"New Williamshire, LI",128590-227043,2025-04-12,Mid,tensorflow;bigquery,128590.0,227043.0,177816.5,5,2025,4,2,171,1
1715,"Fox, Davis and Houston",Finance,Quant Researcher,c++;gcp;langchain;pytorch;fastapi,Senior,Remote,"Gregoryborough, TN",134084-221937,2024-03-16,Large,scikit-learn;tensorflow;kdb+,134084.0,221937.0,178010.5,5,2024,3,1,563,2
1716,Nash-Perry,Tech,AI Researcher,c++;pytorch;power bi,Entry,Full-time,"Thomasberg, MZ",115909-139125,2025-01-06,Mid,mlflow,115909.0,139125.0,127517.0,3,2025,1,1,267,0
1717,Murphy and Sons,Healthcare,AI Researcher,python;reinforcement learning;cuda;flask;excel,Senior,Internship,"West Vernon, LA",149070-195129,2025-07-16,Startup,bigquery,149070.0,195129.0,172099.5,5,2025,7,3,76,2
1718,Bailey Inc,Tech,Quant Researcher,r;c++;hugging face;scikit-learn;python;langchain,Senior,Full-time,"Johnsonburgh, HR",97778-137738,2024-09-03,Large,mlflow,97778.0,137738.0,117758.0,6,2024,9,3,392,2
1719,Wright PLC,E-commerce,NLP Engineer,fastapi;numpy;langchain;scikit-learn;power bi,Senior,Internship,"South James, JM",110485-197629,2023-10-07,Mid,mlflow;pytorch,110485.0,197629.0,154057.0,5,2023,10,4,724,2
1720,Grimes-Cruz,Healthcare,Data Analyst,scikit-learn;hugging face;langchain,Entry,Contract,"West Nicolefurt, US",145486-222351,2024-10-03,Large,pytorch;kdb+;langchain,145486.0,222351.0,183918.5,3,2024,10,4,362,0
1721,"Spence, Mcconnell and Fleming",Automotive,Data Analyst,aws;pytorch;c++;fastapi,Senior,Full-time,"Garrettville, NR",73608-161245,2024-11-06,Large,fastapi;langchain;mlflow,73608.0,161245.0,117426.5,4,2024,11,4,328,2
1722,Rush Inc,Finance,AI Researcher,python;scikit-learn;pandas,Mid,Full-time,"North Mary, BA",126809-151152,2025-02-24,Mid,tensorflow,126809.0,151152.0,138980.5,3,2025,2,1,218,1
1723,Davis PLC,Automotive,Computer Vision Engineer,c++;pandas;numpy;r,Entry,Full-time,"Lake Paulside, TH",64760-118946,2024-07-29,Mid,bigquery;langchain,64760.0,118946.0,91853.0,4,2024,7,3,428,0
1724,Beard Group,Retail,Data Scientist,fastapi;scikit-learn;cuda,Entry,Full-time,"Williamchester, BG",52280-123227,2025-06-19,Mid,langchain;kdb+;bigquery,52280.0,123227.0,87753.5,3,2025,6,2,103,0
1725,Johnson-Marshall,Healthcare,Data Analyst,reinforcement learning;c++;gcp;aws;fastapi,Senior,Internship,"New Timothy, KG",68612-166635,2025-06-08,Startup,scikit-learn;fastapi,68612.0,166635.0,117623.5,5,2025,6,2,114,2
1726,Adams and Sons,Retail,AI Product Manager,r;hugging face;flask;numpy;keras;c++,Entry,Internship,"Duncanhaven, KH",138615-197243,2023-10-17,Mid,kdb+,138615.0,197243.0,167929.0,6,2023,10,4,714,0
1727,"Baker, Lawson and Newton",E-commerce,AI Product Manager,mlflow;tensorflow;power bi;cuda;numpy;pytorch,Entry,Internship,"Perezstad, PW",121197-202610,2023-09-29,Startup,bigquery,121197.0,202610.0,161903.5,6,2023,9,3,732,0
1728,Chandler Group,Tech,AI Product Manager,pytorch;scikit-learn;c++,Mid,Internship,"New Abigail, SD",134410-177448,2023-09-27,Large,mlflow,134410.0,177448.0,155929.0,3,2023,9,3,734,1
1729,Hensley LLC,Healthcare,Quant Researcher,power bi;hugging face;numpy;r;pytorch;keras,Entry,Internship,"Johnstad, CH",80993-138061,2023-11-28,Mid,kdb+,80993.0,138061.0,109527.0,6,2023,11,4,672,0
1730,"Burke, Mitchell and Wright",Education,NLP Engineer,power bi;hugging face;keras,Mid,Internship,"Flemingmouth, TM",77685-142876,2024-09-29,Large,langchain;tensorflow;mlflow,77685.0,142876.0,110280.5,3,2024,9,3,366,1
1731,Hernandez Ltd,Retail,AI Product Manager,flask;gcp;mlflow;pandas,Mid,Full-time,"New Nicoleview, KM",125294-146737,2024-08-29,Startup,bigquery;pytorch,125294.0,146737.0,136015.5,4,2024,8,3,397,1
1732,Meadows and Sons,Healthcare,Data Analyst,pandas;power bi;mlflow;python;aws,Senior,Internship,"New Michaelland, IR",127211-147416,2025-03-20,Startup,mlflow;kdb+,127211.0,147416.0,137313.5,5,2025,3,1,194,2
1733,Barr PLC,Healthcare,ML Engineer,tensorflow;langchain;aws,Senior,Full-time,"New Chaseberg, PK",122827-192222,2024-05-27,Startup,tensorflow;kdb+;fastapi,122827.0,192222.0,157524.5,3,2024,5,2,491,2
1734,Marshall Inc,Healthcare,Data Scientist,cuda;hugging face;python,Entry,Remote,"Port James, IE",76718-113040,2023-11-07,Mid,fastapi;pytorch;tensorflow,76718.0,113040.0,94879.0,3,2023,11,4,693,0
1735,"Steele, Sherman and Liu",E-commerce,Data Scientist,r;python;langchain;fastapi,Entry,Full-time,"Stuartchester, PS",69019-161590,2025-05-15,Large,bigquery;fastapi;pytorch,69019.0,161590.0,115304.5,4,2025,5,2,138,0
1736,"Crane, Johnson and Robinson",Automotive,AI Product Manager,keras;excel;gcp,Entry,Remote,"Ericside, BI",118645-155704,2025-03-03,Startup,kdb+;fastapi;mlflow,118645.0,155704.0,137174.5,3,2025,3,1,211,0
1737,Ferguson PLC,Automotive,Quant Researcher,reinforcement learning;excel;numpy;pytorch;pandas;sql,Entry,Internship,"Johnsonmouth, TN",92698-140658,2024-03-21,Large,fastapi;langchain,92698.0,140658.0,116678.0,6,2024,3,1,558,0
1738,Marshall Group,Healthcare,Data Analyst,pandas;power bi;sql,Senior,Remote,"Zacharyside, PG",136382-182715,2025-02-14,Startup,kdb+;langchain,136382.0,182715.0,159548.5,3,2025,2,1,228,2
1739,"Williams, Brown and Howard",Retail,Computer Vision Engineer,r;hugging face;flask,Mid,Full-time,"Owensborough, GE",149696-227014,2024-08-22,Large,langchain;fastapi;tensorflow,149696.0,227014.0,188355.0,3,2024,8,3,404,1
1740,"Miller, Waters and Clark",Education,ML Engineer,power bi;cuda;aws,Entry,Remote,"Lake John, CO",71669-113847,2023-12-21,Mid,scikit-learn;bigquery;kdb+,71669.0,113847.0,92758.0,3,2023,12,4,649,0
1741,Montgomery Inc,Healthcare,Data Analyst,flask;tensorflow;c++,Senior,Internship,"West Coreyton, VE",119078-145795,2024-03-15,Large,kdb+;fastapi;pytorch,119078.0,145795.0,132436.5,3,2024,3,1,564,2
1742,Middleton and Sons,Healthcare,Data Scientist,scikit-learn;python;hugging face;pandas;keras;mlflow,Senior,Full-time,"Lake Melissa, LY",126591-151914,2023-12-14,Mid,bigquery;mlflow,126591.0,151914.0,139252.5,6,2023,12,4,656,2
1743,Allen Ltd,Tech,Quant Researcher,langchain;sql;pytorch;excel,Mid,Internship,"Cantrellmouth, AE",121727-184486,2024-09-21,Mid,kdb+,121727.0,184486.0,153106.5,4,2024,9,3,374,1
1744,Scott-Norris,Finance,NLP Engineer,python;mlflow;pytorch;fastapi,Senior,Full-time,"Lauramouth, FR",90376-118923,2025-02-13,Startup,tensorflow;fastapi;kdb+,90376.0,118923.0,104649.5,4,2025,2,1,229,2
1745,Ramos Ltd,Retail,Computer Vision Engineer,scikit-learn;flask;pytorch;sql,Senior,Remote,"West Tyler, CN",132851-157092,2023-09-26,Large,bigquery;tensorflow,132851.0,157092.0,144971.5,4,2023,9,3,735,2
1746,Daniel-Williams,Tech,AI Researcher,keras;pandas;aws;sql,Mid,Full-time,"West Raymondshire, SK",134738-212228,2025-07-22,Mid,bigquery,134738.0,212228.0,173483.0,4,2025,7,3,70,1
1747,Lowery-Henry,Healthcare,AI Researcher,numpy;scikit-learn;sql;langchain;c++,Senior,Internship,"Jacobschester, KH",107785-120214,2024-04-03,Startup,scikit-learn;langchain,107785.0,120214.0,113999.5,5,2024,4,2,545,2
1748,"Gutierrez, Salazar and Rowe",Tech,Data Analyst,mlflow;keras;cuda;fastapi;flask,Mid,Remote,"West Scott, ER",125072-185338,2023-12-07,Large,tensorflow,125072.0,185338.0,155205.0,5,2023,12,4,663,1
1749,Parker Ltd,E-commerce,Data Analyst,pandas;r;aws;tensorflow;numpy;reinforcement learning,Mid,Internship,"West Amandafort, AR",117423-185384,2024-09-22,Startup,fastapi;tensorflow,117423.0,185384.0,151403.5,6,2024,9,3,373,1
1750,"Montes, Graham and Leach",Healthcare,Data Scientist,langchain;power bi;azure;c++;scikit-learn;tensorflow,Entry,Contract,"Lake Michelle, CH",82983-154304,2025-02-04,Startup,scikit-learn;bigquery,82983.0,154304.0,118643.5,6,2025,2,1,238,0
1751,"King, Stevens and Schmidt",Education,ML Engineer,power bi;langchain;python;reinforcement learning;tensorflow;pytorch,Senior,Internship,"Donnaton, AD",44946-127238,2024-06-04,Large,scikit-learn;mlflow,44946.0,127238.0,86092.0,6,2024,6,2,483,2
1752,Barron-Zuniga,Tech,Data Analyst,gcp;keras;flask,Senior,Remote,"Stevenstad, SD",138174-196751,2025-03-25,Large,kdb+,138174.0,196751.0,167462.5,3,2025,3,1,189,2
1753,"Caldwell, Silva and Edwards",Tech,NLP Engineer,sql;flask;azure;langchain,Entry,Internship,"Lake Keith, RO",141056-174505,2024-12-12,Mid,scikit-learn,141056.0,174505.0,157780.5,4,2024,12,4,292,0
1754,Bell and Sons,Retail,NLP Engineer,sql;python;c++;mlflow;cuda,Mid,Full-time,"Lake Kathy, HR",56727-128729,2023-12-14,Startup,pytorch,56727.0,128729.0,92728.0,5,2023,12,4,656,1
1755,Lee Inc,E-commerce,AI Researcher,tensorflow;pytorch;langchain,Mid,Internship,"Allenchester, NI",118148-188104,2025-04-23,Startup,kdb+,118148.0,188104.0,153126.0,3,2025,4,2,160,1
1756,Schroeder Group,Education,AI Researcher,c++;tensorflow;aws,Entry,Contract,"East Kevinfurt, CY",139066-166070,2024-04-26,Large,pytorch;mlflow,139066.0,166070.0,152568.0,3,2024,4,2,522,0
1757,Fields PLC,Automotive,Data Scientist,fastapi;excel;pandas,Mid,Full-time,"South Bethhaven, BT",108653-184973,2024-10-24,Large,scikit-learn;tensorflow,108653.0,184973.0,146813.0,3,2024,10,4,341,1
1758,"Hawkins, Holland and Peters",Healthcare,Computer Vision Engineer,fastapi;pytorch;excel;sql,Entry,Internship,"Lake Nicoleberg, FM",89361-142061,2024-03-10,Mid,pytorch,89361.0,142061.0,115711.0,4,2024,3,1,569,0
1759,Robertson and Sons,Healthcare,ML Engineer,gcp;pytorch;power bi;tensorflow,Entry,Contract,"East Christine, BW",63877-154660,2025-07-24,Large,tensorflow;mlflow,63877.0,154660.0,109268.5,4,2025,7,3,68,0
1760,"Harrison, Marquez and Bailey",Healthcare,Data Scientist,pytorch;gcp;reinforcement learning;excel;c++,Senior,Contract,"Nunezmouth, UY",126539-221782,2024-12-31,Startup,mlflow;tensorflow;bigquery,126539.0,221782.0,174160.5,5,2024,12,4,273,2
1761,Chen-Erickson,Finance,Data Scientist,fastapi;sql;gcp;aws,Senior,Internship,"Williamsmouth, GT",148786-200150,2024-12-06,Startup,bigquery;kdb+;pytorch,148786.0,200150.0,174468.0,4,2024,12,4,298,2
1762,Copeland-Mitchell,Finance,ML Engineer,tensorflow;scikit-learn;flask;numpy;sql;langchain,Entry,Remote,"Bradleyport, AR",119811-192662,2024-08-13,Large,scikit-learn;pytorch,119811.0,192662.0,156236.5,6,2024,8,3,413,0
1763,"Marsh, Foster and Taylor",Retail,Quant Researcher,numpy;gcp;flask;tensorflow,Entry,Contract,"Kathyside, SK",81526-98544,2024-01-03,Large,langchain,81526.0,98544.0,90035.0,4,2024,1,1,636,0
1764,Benson PLC,Healthcare,AI Product Manager,tensorflow;pytorch;pandas;excel;scikit-learn;mlflow,Senior,Contract,"West Angelastad, FJ",121033-138940,2025-05-08,Startup,mlflow;kdb+,121033.0,138940.0,129986.5,6,2025,5,2,145,2
1765,"Williams, Thomas and Mueller",Education,Data Analyst,flask;keras;gcp;python;r;c++,Mid,Internship,"New Stacybury, UZ",72934-95192,2024-07-29,Startup,pytorch,72934.0,95192.0,84063.0,6,2024,7,3,428,1
1766,"Bartlett, Hodge and Jones",Tech,Quant Researcher,pandas;fastapi;pytorch;cuda;azure,Mid,Full-time,"Lake Jordan, GD",44039-63263,2024-02-01,Startup,fastapi;tensorflow;kdb+,44039.0,63263.0,53651.0,5,2024,2,1,607,1
1767,Baldwin LLC,Healthcare,AI Product Manager,keras;azure;excel;mlflow;fastapi;hugging face,Entry,Remote,"Comptonstad, UA",46970-125252,2025-03-14,Mid,scikit-learn;bigquery;fastapi,46970.0,125252.0,86111.0,6,2025,3,1,200,0
1768,Mcbride Inc,Tech,Computer Vision Engineer,tensorflow;sql;numpy;flask;scikit-learn;hugging face,Entry,Contract,"Lake Joshuabury, LB",118416-199499,2024-09-27,Mid,bigquery;scikit-learn;pytorch,118416.0,199499.0,158957.5,6,2024,9,3,368,0
1769,Colon LLC,E-commerce,AI Product Manager,reinforcement learning;pandas;aws;pytorch;azure;c++,Entry,Remote,"Lake Brian, ZM",65640-83693,2024-07-11,Startup,langchain;bigquery;kdb+,65640.0,83693.0,74666.5,6,2024,7,3,446,0
1770,"Ashley, Boone and Stein",Education,Computer Vision Engineer,hugging face;fastapi;gcp;pandas;sql,Mid,Contract,"Jasminville, SA",81177-94986,2024-05-31,Large,scikit-learn;langchain,81177.0,94986.0,88081.5,5,2024,5,2,487,1
1771,"Wilson, Taylor and Watts",Tech,Computer Vision Engineer,numpy;python;excel,Mid,Internship,"Lake Edward, IE",103151-196428,2024-12-16,Startup,bigquery;mlflow;langchain,103151.0,196428.0,149789.5,3,2024,12,4,288,1
1772,Hodge-Fernandez,Automotive,Computer Vision Engineer,hugging face;langchain;azure;c++,Entry,Internship,"New Alanville, BB",117069-178784,2023-12-08,Startup,tensorflow;fastapi;pytorch,117069.0,178784.0,147926.5,4,2023,12,4,662,0
1773,"Roman, Moody and Larson",Education,Data Analyst,cuda;hugging face;gcp;fastapi,Entry,Full-time,"Port Alisonville, AT",113673-155142,2024-05-29,Large,bigquery;tensorflow;fastapi,113673.0,155142.0,134407.5,4,2024,5,2,489,0
1774,Waller-Buchanan,E-commerce,NLP Engineer,mlflow;python;excel;numpy;langchain;power bi,Senior,Full-time,"North Jonathan, MN",138749-165833,2025-01-21,Startup,mlflow;langchain;pytorch,138749.0,165833.0,152291.0,6,2025,1,1,252,2
1775,Lane-Vaughn,Finance,Quant Researcher,python;gcp;power bi;mlflow,Entry,Remote,"Maryville, GQ",100978-164897,2025-01-09,Large,bigquery;tensorflow;pytorch,100978.0,164897.0,132937.5,4,2025,1,1,264,0
1776,"Shaffer, Jones and Weaver",Automotive,Data Scientist,gcp;aws;keras;azure,Senior,Full-time,"Port Melissa, KE",108286-185587,2025-07-17,Mid,kdb+,108286.0,185587.0,146936.5,4,2025,7,3,75,2
1777,Wilkinson Ltd,Finance,AI Researcher,gcp;excel;pytorch,Entry,Internship,"Port Sabrinaburgh, KI",56159-125898,2024-03-20,Startup,scikit-learn;pytorch,56159.0,125898.0,91028.5,3,2024,3,1,559,0
1778,Gomez PLC,Retail,Data Scientist,numpy;langchain;fastapi,Entry,Contract,"West Rhondabury, ES",77346-131068,2024-10-06,Startup,langchain;fastapi,77346.0,131068.0,104207.0,3,2024,10,4,359,0
1779,Gray-Thompson,Finance,Computer Vision Engineer,cuda;azure;mlflow;numpy,Mid,Remote,"Jenniferfurt, RW",50711-112317,2024-02-25,Mid,fastapi;scikit-learn,50711.0,112317.0,81514.0,4,2024,2,1,583,1
1780,"Rubio, Lutz and Sanders",E-commerce,AI Product Manager,pytorch;reinforcement learning;excel,Entry,Remote,"Trevinobury, IL",105715-122718,2024-01-23,Large,mlflow;scikit-learn,105715.0,122718.0,114216.5,3,2024,1,1,616,0
1781,Avila LLC,Retail,Data Scientist,gcp;excel;scikit-learn;azure,Mid,Full-time,"North Dominicmouth, MY",65347-115073,2024-05-08,Startup,scikit-learn;langchain;mlflow,65347.0,115073.0,90210.0,4,2024,5,2,510,1
1782,Phillips Inc,Education,NLP Engineer,gcp;pytorch;numpy;fastapi;excel;pandas,Senior,Internship,"Davidberg, SZ",119430-197885,2025-05-02,Mid,mlflow;tensorflow,119430.0,197885.0,158657.5,6,2025,5,2,151,2
1783,"Page, Mccoy and Walsh",Healthcare,Data Scientist,python;reinforcement learning;hugging face,Mid,Remote,"Johnmouth, GT",148872-221944,2023-12-06,Mid,pytorch,148872.0,221944.0,185408.0,3,2023,12,4,664,1
